Date,Time,CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,Column 16,Column 17
2004-04-29T18:30:00Z,7:00:00,3,1457,345,18.3,1249,213,662,111,2033,1379,16.6,68.2,1.2737,,
2004-04-29T18:30:00Z,8:00:00,3.4,1405,332,19.9,1294,161,638,103,2064,1377,18.7,57.6,1.2323,,
2004-04-29T18:30:00Z,9:00:00,3.3,1381,344,16.6,1198,209,684,117,1969,1364,17.6,65.0,1.2945,,
2004-04-29T18:30:00Z,10:00:00,2.7,1314,212,12.6,1071,191,735,116,1833,1273,16.3,73.2,1.3458,,
2004-04-29T18:30:00Z,11:00:00,2.6,1332,166,12.9,1081,215,706,109,1889,1241,16.0,78.5,1.4209,,
2004-04-29T18:30:00Z,12:00:00,3.2,1361,214,14.9,1144,212,673,116,1972,1294,17.3,72.4,1.4125,,
2004-04-29T18:30:00Z,13:00:00,3.4,1398,377,17.4,1221,202,642,115,2060,1413,19.4,60.9,1.3545,,
2004-04-29T18:30:00Z,14:00:00,2.6,1310,210,15.4,1160,153,694,94,1939,1224,21.4,50.9,1.2823,,
2004-04-29T18:30:00Z,15:00:00,3.4,1399,265,16.7,1200,185,699,121,1971,1317,22.7,45.8,1.2465,,
2004-04-29T18:30:00Z,16:00:00,4,1523,365,18.0,1239,210,643,114,2138,1403,20.9,60.8,1.4852,,
2004-04-29T18:30:00Z,17:00:00,4.5,1487,454,19.2,1274,215,640,110,2132,1470,21.0,54.3,1.3353,,
2004-04-29T18:30:00Z,18:00:00,4.2,1479,460,21.0,1323,215,622,122,2162,1623,20.8,54.4,1.3194,,
2004-04-29T18:30:00Z,19:00:00,5.7,1625,642,26.9,1476,281,555,135,2355,1786,19.8,58.6,1.3392,,
2004-04-29T18:30:00Z,20:00:00,4.4,1449,501,19.5,1282,254,625,133,2099,1568,19.1,61.1,1.3345,,
2004-04-29T18:30:00Z,21:00:00,3.1,1362,234,15.1,1151,189,683,110,1951,1494,18.2,65.4,1.3529,,
2004-04-29T18:30:00Z,22:00:00,3,1371,212,14.6,1135,174,689,102,1926,1471,18.1,66.1,1.3579,,
2004-04-29T18:30:00Z,23:00:00,3.1,1406,275,13.7,1106,167,718,108,1871,1383,17.7,66.9,1.3422,,
2004-04-30T18:30:00Z,0:00:00,3.5,1424,275,15.2,1154,185,709,110,1935,1788,17.8,66.8,1.346,,
2004-04-30T18:30:00Z,1:00:00,2.4,1179,,9.3,950,129,825,84,1723,1322,17.3,68.3,1.3346,,
2004-04-30T18:30:00Z,2:00:00,1.6,1046,,6.5,833,85,939,71,1647,1081,16.5,70.2,1.3099,,
2004-04-30T18:30:00Z,3:00:00,1.3,1009,,6.3,824,,950,,1628,937,15.7,73.1,1.2902,,
2004-04-30T18:30:00Z,4:00:00,,882,,3.5,684,35,1133,42,1492,672,16.2,69.9,1.2756,,
2004-04-30T18:30:00Z,5:00:00,0.6,858,,2.6,624,24,1205,32,1434,543,16.7,67.1,1.2619,,
2004-04-30T18:30:00Z,6:00:00,0.7,874,,3.1,658,30,1180,35,1451,561,16.7,66.9,1.2631,,
2004-04-30T18:30:00Z,7:00:00,1.2,1012,,6.5,832,75,915,67,1632,861,16.9,66.5,1.2688,,
2004-04-30T18:30:00Z,8:00:00,1.5,1049,,6.5,836,79,926,73,1615,900,17.7,62.0,1.2458,,
2004-04-30T18:30:00Z,9:00:00,1.8,1131,,8.8,932,104,854,86,1692,1048,19.4,54.6,1.2184,,
2004-04-30T18:30:00Z,10:00:00,2.1,1119,,8.8,930,118,885,89,1651,970,21.6,46.1,1.1725,,
2004-04-30T18:30:00Z,11:00:00,1.9,1117,,9.2,945,105,909,86,1656,915,24.6,36.7,1.1202,,
2004-04-30T18:30:00Z,12:00:00,2,1109,,9.2,947,101,900,86,1632,890,26.0,31.9,1.0566,,
2004-04-30T18:30:00Z,13:00:00,1.3,961,,6.1,815,65,1043,66,1489,627,25.6,31.5,1.0184,,
2004-04-30T18:30:00Z,14:00:00,1.3,963,,6.5,835,59,1028,68,1495,555,24.8,34.8,1.0716,,
2004-04-30T18:30:00Z,15:00:00,1.8,1050,,9.2,947,80,928,82,1583,651,26.1,30.3,1.0101,,
2004-04-30T18:30:00Z,16:00:00,2,1053,,8.3,910,98,948,91,1603,683,25.5,33.5,1.0767,,
2004-04-30T18:30:00Z,17:00:00,1.8,1044,,8.3,909,89,947,95,1597,623,23.7,37.2,1.0746,,
2004-04-30T18:30:00Z,18:00:00,2.4,1123,,11.0,1013,114,849,104,1675,732,22.3,38.9,1.0324,,
2004-04-30T18:30:00Z,19:00:00,4,1329,,14.7,1139,195,759,131,1780,1062,20.7,42.8,1.0298,,
2004-04-30T18:30:00Z,20:00:00,2.8,1170,,10.8,1005,156,834,112,1673,988,19.0,51.7,1.1222,,
2004-04-30T18:30:00Z,21:00:00,2,1085,,9.4,954,109,866,100,1655,870,17.8,55.5,1.1174,,
2004-04-30T18:30:00Z,22:00:00,3.6,1358,,14.8,1143,184,727,115,1851,1242,17.4,57.6,1.1342,,
2004-04-30T18:30:00Z,23:00:00,3.7,1385,,13.3,1094,190,764,129,1768,1174,17.6,58.5,1.1645,,
2004-05-01T18:30:00Z,0:00:00,2.3,1167,,8.4,914,105,876,99,1599,1125,17.2,59.3,1.1551,,
2004-05-01T18:30:00Z,1:00:00,1.8,1072,,7.9,893,76,892,74,1645,1118,17.1,60.4,1.1633,,
2004-05-01T18:30:00Z,2:00:00,0.9,938,,5.5,789,38,988,55,1535,864,16.4,62.2,1.1507,,
2004-05-01T18:30:00Z,3:00:00,1.6,999,,6.6,838,,909,,1580,942,14.8,67.6,1.1352,,
2004-05-01T18:30:00Z,4:00:00,,854,,3.3,670,26,1141,35,1460,683,14.8,65.8,1.1028,,
2004-05-01T18:30:00Z,5:00:00,0.6,814,,2.6,628,33,1211,37,1425,689,14.7,65.2,1.0811,,
2004-05-01T18:30:00Z,6:00:00,0.7,865,,3.6,689,57,1138,45,1456,766,13.1,70.2,1.0554,,
2004-05-01T18:30:00Z,7:00:00,0.8,910,,4.8,751,48,1035,46,1518,816,14.3,66.2,1.0728,,
2004-05-01T18:30:00Z,8:00:00,1.2,987,,5.9,806,87,951,68,1568,940,16.0,61.6,1.1083,,
2004-05-01T18:30:00Z,9:00:00,1.4,1046,,6.9,851,94,919,77,1595,907,17.7,56.4,1.1342,,
2004-05-01T18:30:00Z,10:00:00,1.6,1084,,8.5,917,89,890,79,1639,871,21.3,44.7,1.1157,,
2004-05-01T18:30:00Z,11:00:00,1.3,1007,,6.1,815,78,1015,72,1530,689,23.6,36.4,1.0431,,
2004-05-01T18:30:00Z,12:00:00,1.3,1004,,6.2,821,72,1030,68,1510,628,24.3,34.0,1.0149,,
2004-05-01T18:30:00Z,13:00:00,1.1,948,,4.8,754,64,1086,64,1436,601,24.4,32.7,0.9863,,
2004-05-01T18:30:00Z,14:00:00,1.2,1026,,6.8,847,70,1009,73,1518,617,24.6,31.7,0.9647,,
2004-05-01T18:30:00Z,15:00:00,1.5,1046,,7.0,858,92,947,84,1537,676,23.9,34.3,1.002,,
2004-05-01T18:30:00Z,16:00:00,1.1,1017,,5.5,790,69,1046,67,1443,579,25.9,28.1,0.9258,,
2004-05-01T18:30:00Z,17:00:00,1.9,1159,,9.5,957,131,883,106,1637,860,24.5,32.3,0.9815,,
2004-05-01T18:30:00Z,18:00:00,2.3,1268,,11.9,1046,144,808,114,1720,1079,22.6,39.3,1.06,,
2004-05-01T18:30:00Z,19:00:00,3.3,1394,,13.8,1110,209,736,123,1853,1287,21.2,47.5,1.1828,,
2004-05-01T18:30:00Z,20:00:00,2.6,1291,,10.7,1003,170,788,108,1753,1163,19.9,54.9,1.2632,,
2004-05-01T18:30:00Z,21:00:00,2.2,1211,,9.7,966,152,840,100,1690,1043,19.4,52.1,1.1642,,
2004-05-01T18:30:00Z,22:00:00,2.3,1137,,10.2,985,171,857,118,1606,1044,19.4,42.6,0.9485,,
2004-05-01T18:30:00Z,23:00:00,2,1080,,8.3,910,153,922,121,1547,928,19.1,44.1,0.966,,
2004-05-02T18:30:00Z,0:00:00,1.6,1030,,7.1,861,97,903,94,1533,824,18.0,49.3,1.0086,,
2004-05-02T18:30:00Z,1:00:00,0.8,916,,3.0,654,37,1169,52,1414,545,17.6,54.6,1.0918,,
2004-05-02T18:30:00Z,2:00:00,0.6,888,,2.2,597,26,1228,39,1396,499,16.4,62.1,1.1493,,
2004-05-02T18:30:00Z,3:00:00,0.4,871,,1.7,563,,1284,,1385,493,15.6,65.3,1.1484,,
2004-05-02T18:30:00Z,4:00:00,,875,,1.5,547,25,1256,33,1351,504,16.0,61.4,1.1043,,
2004-05-02T18:30:00Z,5:00:00,0.7,963,,3.7,696,61,1066,57,1515,716,15.8,64.3,1.1416,,
2004-05-02T18:30:00Z,6:00:00,1.3,1146,,8.2,906,152,815,80,1686,1126,16.0,65.8,1.1844,,
2004-05-02T18:30:00Z,7:00:00,3.4,1492,,21.1,1327,283,577,101,2193,1596,16.8,62.5,1.1869,,
2004-05-02T18:30:00Z,8:00:00,4.7,1597,,26.5,1466,320,517,109,2399,1687,16.9,66.1,1.2613,,
2004-05-02T18:30:00Z,9:00:00,3.4,1483,,17.4,1221,318,596,109,2054,1529,17.4,68.9,1.3557,,
2004-05-02T18:30:00Z,10:00:00,2.5,1221,,12.9,1079,201,741,111,1754,1366,21.4,45.0,1.1291,,
2004-05-02T18:30:00Z,11:00:00,2,1060,,10.9,1010,135,857,102,1623,1074,23.9,30.7,0.9002,,
2004-05-02T18:30:00Z,12:00:00,1.9,1047,,11.0,1013,127,885,96,1583,940,26.8,25.2,0.8721,,
2004-05-02T18:30:00Z,13:00:00,1.7,1050,,10.8,1008,102,911,90,1561,920,28.4,23.6,0.8983,,
2004-05-02T18:30:00Z,14:00:00,1.4,997,,10.0,976,74,946,69,1495,695,30.3,20.1,0.8539,,
2004-05-02T18:30:00Z,15:00:00,1.5,1057,,11.2,1023,81,895,74,1580,795,30.9,19.7,0.8649,,
2004-05-02T18:30:00Z,16:00:00,2.4,1203,,16.8,1204,129,790,102,1744,1078,30.2,20.5,0.8672,,
2004-05-02T18:30:00Z,17:00:00,3.9,1491,,23.6,1392,190,629,128,2149,1473,26.4,34.6,1.1724,,
2004-05-02T18:30:00Z,18:00:00,4.2,1467,,23.3,1385,192,622,130,2084,1492,24.9,39.4,1.2268,,
2004-05-02T18:30:00Z,19:00:00,3.7,1407,,19.4,1278,163,659,120,2008,1308,23.5,43.7,1.2484,,
2004-05-02T18:30:00Z,20:00:00,3.2,1323,,13.1,1085,149,692,113,1902,1188,19.3,63.1,1.4028,,
2004-05-02T18:30:00Z,21:00:00,2,1213,,9.8,969,119,777,100,1771,1075,18.7,64.6,1.3836,,
2004-05-02T18:30:00Z,22:00:00,1.1,1015,,5.3,780,61,966,70,1565,806,19.5,57.1,1.2806,,
2004-05-02T18:30:00Z,23:00:00,1.5,1134,,6.7,842,84,872,83,1652,972,18.9,62.5,1.3521,,
2004-05-03T18:30:00Z,0:00:00,1.3,1064,,5.5,788,79,936,81,1620,929,18.4,65.8,1.3802,,
2004-05-03T18:30:00Z,1:00:00,1,999,,3.7,692,58,1037,69,1588,777,16.4,79.2,1.4681,,
2004-05-03T18:30:00Z,2:00:00,0.6,910,,2.2,598,32,1189,48,1516,633,16.1,80.0,1.4562,,
2004-05-03T18:30:00Z,3:00:00,0.4,872,,1.5,544,,1307,,1471,497,15.6,81.0,1.4302,,
2004-05-03T18:30:00Z,4:00:00,,880,,1.5,546,21,1334,28,1465,457,15.6,81.0,1.4216,,
2004-05-03T18:30:00Z,5:00:00,0.6,966,,2.9,645,49,1116,47,1552,578,15.7,80.5,1.4236,,
2004-05-03T18:30:00Z,6:00:00,1.9,1280,,9.9,975,180,780,88,1911,1002,16.0,80.8,1.4602,,
2004-05-03T18:30:00Z,7:00:00,4.5,1564,,23.0,1378,302,551,109,2306,1393,16.6,78.0,1.4572,,
2004-05-03T18:30:00Z,8:00:00,4.3,1505,,22.3,1357,258,555,113,2248,1406,16.1,79.2,1.4398,,
2004-05-03T18:30:00Z,9:00:00,3.2,1308,,16.2,1186,192,648,104,1973,1307,17.7,70.8,1.4171,,
2004-05-03T18:30:00Z,10:00:00,1.3,1035,,7.9,895,84,897,65,1656,862,20.3,54.8,1.2867,,
2004-05-03T18:30:00Z,11:00:00,2.2,1147,,12.4,1061,128,753,87,1825,1003,21.2,49.3,1.2271,,
2004-05-03T18:30:00Z,12:00:00,2.6,1151,,13.6,1104,145,724,99,1859,1022,21.5,47.9,1.2178,,
2004-05-03T18:30:00Z,13:00:00,2.3,1130,,12.3,1059,132,771,100,1784,977,21.4,47.7,1.2047,,
2004-05-03T18:30:00Z,14:00:00,2.4,1141,,12.1,1053,136,753,105,1813,979,20.4,54.0,1.2757,,
2004-05-03T18:30:00Z,15:00:00,2.6,1197,,12.9,1081,140,752,97,1851,970,19.9,57.1,1.3158,,
2004-05-03T18:30:00Z,16:00:00,1.2,959,,6.3,827,55,971,54,1564,616,19.9,55.2,1.2701,,
2004-05-03T18:30:00Z,17:00:00,1.6,1077,,10.6,1001,67,836,59,1764,717,19.5,55.7,1.2512,,
2004-05-03T18:30:00Z,18:00:00,3.9,1377,,20.6,1312,191,611,109,2119,1219,18.3,62.8,1.3127,,
2004-05-03T18:30:00Z,19:00:00,4.7,1404,,22.1,1352,227,602,125,2185,1296,17.2,68.3,1.3289,,
2004-05-03T18:30:00Z,20:00:00,5.4,1484,,20.8,1319,264,590,132,2165,1413,16.1,75.2,1.3654,,
2004-05-03T18:30:00Z,21:00:00,3,1186,,11.8,1041,196,765,110,1839,1092,16.6,70.8,1.3253,,
2004-05-03T18:30:00Z,22:00:00,0.9,869,,4.3,729,43,1096,53,1475,585,18.5,56.0,1.181,,
2004-05-03T18:30:00Z,23:00:00,1.1,931,,5.0,764,58,1054,61,1542,574,17.3,59.5,1.1667,,
2004-05-04T18:30:00Z,0:00:00,0.7,830,,2.3,607,33,1281,41,1369,441,18.6,52.3,1.1121,,
2004-05-04T18:30:00Z,1:00:00,0.5,778,,1.4,534,14,1479,22,1294,358,19.0,49.8,1.0831,,
2004-05-04T18:30:00Z,2:00:00,0.5,820,,1.5,540,18,1449,28,1360,377,15.7,64.5,1.14,,
2004-05-04T18:30:00Z,3:00:00,0.5,841,,1.8,565,,1326,,1398,436,15.5,66.9,1.1691,,
2004-05-04T18:30:00Z,4:00:00,,866,,2.1,588,28,1266,41,1439,468,14.7,74.1,1.2302,,
2004-05-04T18:30:00Z,5:00:00,0.8,926,,3.5,681,56,1109,54,1526,579,14.6,77.1,1.2727,,
2004-05-04T18:30:00Z,6:00:00,1.3,1059,,6.9,850,108,911,81,1673,804,14.5,78.3,1.2851,,
2004-05-04T18:30:00Z,7:00:00,3.5,1439,,19.1,1271,251,630,107,2163,1272,15.1,76.8,1.3061,,
2004-05-04T18:30:00Z,8:00:00,,1448,,22.0,1349,,570,,2264,1452,16.4,70.8,1.3088,,
2004-05-04T18:30:00Z,9:00:00,3.9,1384,,18.9,1265,255,619,124,2143,1307,16.4,72.4,1.3379,,
2004-05-04T18:30:00Z,10:00:00,2.9,1172,,13.0,1084,214,737,123,1875,1102,16.3,68.6,1.2657,,
2004-05-04T18:30:00Z,11:00:00,2.6,1142,,13.0,1083,190,735,120,1886,1082,17.2,62.9,1.2228,,
2004-05-04T18:30:00Z,12:00:00,3,1167,,14.5,1134,182,709,113,1920,1082,17.4,61.1,1.206,,
2004-05-04T18:30:00Z,13:00:00,3.7,1302,,19.7,1287,202,618,114,2115,1235,16.8,66.8,1.2691,,
2004-05-04T18:30:00Z,14:00:00,3.9,1263,,19.4,1279,224,630,120,2049,1222,17.3,62.6,1.226,,
2004-05-04T18:30:00Z,15:00:00,3.5,1241,,16.4,1193,221,683,125,1944,1174,17.5,60.8,1.2029,,
2004-05-04T18:30:00Z,16:00:00,2.4,1069,,11.2,1022,126,823,88,1740,933,17.5,59.2,1.1725,,
2004-05-04T18:30:00Z,17:00:00,1.6,980,,10.0,977,79,857,72,1681,834,17.7,56.9,1.1392,,
2004-05-04T18:30:00Z,18:00:00,3,1198,,14.6,1135,137,716,103,1870,1291,17.1,61.5,1.1873,,
2004-05-04T18:30:00Z,19:00:00,1.6,999,,8.5,918,68,881,67,1660,802,17.5,63.9,1.2667,,
2004-05-04T18:30:00Z,20:00:00,2.1,1109,,9.2,948,96,849,79,1733,841,15.9,70.7,1.2672,,
2004-05-04T18:30:00Z,21:00:00,1.8,1023,,6.9,854,111,917,89,1637,743,15.1,75.1,1.2799,,
2004-05-04T18:30:00Z,22:00:00,1.1,860,,3.7,695,56,1130,67,1438,499,13.9,72.5,1.1502,,
2004-05-04T18:30:00Z,23:00:00,1.5,968,,4.9,759,81,1059,83,1518,559,12.0,79.8,1.1175,,
2004-05-05T18:30:00Z,0:00:00,1.4,897,,4.6,740,79,1085,76,1467,588,12.5,75.8,1.0938,,
2004-05-05T18:30:00Z,1:00:00,0.9,834,,3.4,674,46,1201,58,1416,487,12.0,75.0,1.0499,,
2004-05-05T18:30:00Z,2:00:00,0.5,765,,1.2,522,19,1533,30,1310,387,12.6,72.2,1.0503,,
2004-05-05T18:30:00Z,3:00:00,0.4,742,,1.0,502,,1634,,1291,354,12.7,71.6,1.0486,,
2004-05-05T18:30:00Z,4:00:00,,758,,1.2,517,15,1625,22,1294,350,13.1,67.1,1.0079,,
2004-05-05T18:30:00Z,5:00:00,0.6,804,,2.3,604,48,1365,50,1357,419,13.2,64.6,0.9774,,
2004-05-05T18:30:00Z,6:00:00,1.3,948,,6.1,817,128,1048,92,1545,695,13.1,65.6,0.9815,,
2004-05-05T18:30:00Z,7:00:00,2.9,1204,,16.8,1204,193,728,101,1983,1138,14.7,58.5,0.9688,,
2004-05-05T18:30:00Z,8:00:00,3.6,1230,,20.3,1304,203,652,121,2029,1314,15.9,53.1,0.9529,,
2004-05-05T18:30:00Z,9:00:00,3.4,1175,,16.4,1190,220,704,130,1836,1216,17.9,46.1,0.9388,,
2004-05-05T18:30:00Z,10:00:00,2.5,1042,,12.5,1066,161,788,114,1691,1014,20.2,37.7,0.8833,,
2004-05-05T18:30:00Z,11:00:00,2.1,992,,9.8,970,135,869,100,1624,883,18.5,42.8,0.9026,,
2004-05-05T18:30:00Z,12:00:00,1.1,884,,5.2,772,57,1035,56,1450,523,13.0,64.3,0.9586,,
2004-05-05T18:30:00Z,13:00:00,1.8,990,,8.9,936,91,874,75,1580,644,15.1,54.5,0.9309,,
2004-05-05T18:30:00Z,14:00:00,3,1181,,14.1,1118,219,732,121,1831,1032,13.6,65.5,1.0184,,
2004-05-05T18:30:00Z,15:00:00,3.1,1190,,12.7,1074,239,740,128,1816,1037,12.3,78.3,1.1154,,
2004-05-05T18:30:00Z,16:00:00,3.6,1271,,14.6,1136,209,729,139,1868,1076,12.7,74.2,1.0863,,
2004-05-05T18:30:00Z,17:00:00,3.3,1137,,12.4,1063,169,803,122,1727,982,14.4,64.2,1.049,,
2004-05-05T18:30:00Z,18:00:00,1.8,1008,,9.4,953,92,891,92,1625,833,15.6,58.3,1.0266,,
2004-05-05T18:30:00Z,19:00:00,2.1,1074,,11.0,1014,107,823,97,1721,949,15.0,61.4,1.0385,,
2004-05-05T18:30:00Z,20:00:00,2.2,1033,,8.9,934,122,869,98,1605,941,13.7,65.8,1.0254,,
2004-05-05T18:30:00Z,21:00:00,1.6,933,,6.6,840,100,972,93,1497,756,12.3,66.4,0.944,,
2004-05-05T18:30:00Z,22:00:00,0.9,883,,3.9,705,51,1133,65,1421,654,15.4,58.8,1.0215,,
2004-05-05T18:30:00Z,23:00:00,1.8,1021,,7.3,870,93,938,81,1586,804,14.1,64.9,1.0405,,
2004-05-06T18:30:00Z,0:00:00,2.3,1058,,8.2,907,145,878,102,1579,969,13.8,64.7,1.0168,,
2004-05-06T18:30:00Z,1:00:00,2,1023,,7.5,877,106,895,91,1567,969,13.5,67.8,1.042,,
2004-05-06T18:30:00Z,2:00:00,0.9,855,,3.3,669,46,1160,56,1427,670,13.7,69.4,1.0794,,
2004-05-06T18:30:00Z,3:00:00,0.6,825,,2.4,615,,1227,,1383,575,13.9,67.7,1.0712,,
2004-05-06T18:30:00Z,4:00:00,,831,,2.2,602,32,1269,41,1385,535,14.0,67.8,1.0787,,
2004-05-06T18:30:00Z,5:00:00,0.7,817,,2.8,639,51,1259,48,1363,488,14.6,61.1,1.0075,,
2004-05-06T18:30:00Z,6:00:00,1.5,972,,7.5,879,89,963,72,1589,688,14.3,60.5,0.9847,,
2004-05-06T18:30:00Z,7:00:00,3.7,1199,,19.8,1290,214,656,106,2013,1196,14.9,56.9,0.9582,,
2004-05-06T18:30:00Z,8:00:00,4.2,1233,,22.1,1354,196,620,107,2095,1265,16.4,50.2,0.9286,,
2004-05-06T18:30:00Z,9:00:00,3.4,1164,,15.0,1147,224,741,127,1824,1129,16.0,50.9,0.9211,,
2004-05-06T18:30:00Z,10:00:00,2.4,975,,9.3,952,174,877,114,1582,833,18.6,42.8,0.9091,,
2004-05-06T18:30:00Z,11:00:00,1.3,843,,6.3,825,90,1026,101,1405,536,19.7,33.7,0.7646,,
2004-05-06T18:30:00Z,12:00:00,1.5,850,,8.2,905,89,988,95,1417,544,21.2,27.7,0.6864,,
2004-05-06T18:30:00Z,13:00:00,2.2,926,,10.9,1009,132,904,110,1525,720,19.7,28.5,0.6445,,
2004-05-06T18:30:00Z,14:00:00,1.8,890,,9.3,950,114,940,101,1459,655,19.8,29.7,0.678,,
2004-05-06T18:30:00Z,15:00:00,1.9,920,,8.4,913,107,936,106,1480,613,19.2,35.6,0.7856,,
2004-05-06T18:30:00Z,16:00:00,2.3,1052,,9.4,956,140,868,116,1600,725,14.2,60.5,0.9765,,
2004-05-06T18:30:00Z,17:00:00,3.6,1246,,17.9,1237,187,691,124,1947,1036,12.9,69.1,1.0249,,
2004-05-06T18:30:00Z,18:00:00,4.3,1205,,17.4,1222,222,683,133,1911,1127,12.7,70.4,1.0294,,
2004-05-06T18:30:00Z,19:00:00,2.2,1016,,10.5,994,117,857,96,1641,853,13.9,62.7,0.9905,,
2004-05-06T18:30:00Z,20:00:00,1.5,983,,7.5,879,89,939,85,1527,792,13.9,62.9,0.9948,,
2004-05-06T18:30:00Z,21:00:00,2,1041,,8.0,898,130,921,97,1594,890,13.4,65.2,0.9996,,
2004-05-06T18:30:00Z,22:00:00,2,1027,,7.7,887,133,926,97,1568,875,13.4,64.6,0.9864,,
2004-05-06T18:30:00Z,23:00:00,2.1,1025,,7.3,869,144,954,101,1530,851,13.3,63.6,0.9677,,
2004-05-07T18:30:00Z,0:00:00,1.5,983,,6.4,829,99,1003,85,1515,786,13.3,61.8,0.9433,,
2004-05-07T18:30:00Z,1:00:00,2.2,969,,5.6,791,102,1084,80,1445,711,13.6,59.7,0.9271,,
2004-05-07T18:30:00Z,2:00:00,0.5,757,,1.5,545,27,1482,33,1252,396,14.6,53.3,0.8807,,
2004-05-07T18:30:00Z,3:00:00,,766,,1.5,547,,1481,,1239,374,14.3,51.7,0.8412,,
2004-05-07T18:30:00Z,4:00:00,,771,,1.2,518,,1543,,1202,343,10.9,67.5,0.8785,,
2004-05-07T18:30:00Z,5:00:00,,831,,1.6,556,,1480,,1257,400,7.4,85.2,0.8808,,
2004-05-07T18:30:00Z,6:00:00,,871,,2.6,628,,1242,,1328,518,8.7,81.5,0.919,,
2004-05-07T18:30:00Z,7:00:00,,994,,5.9,808,,1027,,1479,685,10.3,75.6,0.9458,,
2004-05-07T18:30:00Z,8:00:00,,1093,,8.5,918,,857,,1588,939,11.0,75.0,0.9821,,
2004-05-07T18:30:00Z,9:00:00,,1078,,7.7,884,,883,,1588,973,13.6,66.1,1.0236,,
2004-05-07T18:30:00Z,10:00:00,,1083,,6.9,851,,910,,1574,959,14.7,63.1,1.0488,,
2004-05-07T18:30:00Z,11:00:00,,1203,,10.1,982,,791,,1739,1067,13.8,72.3,1.1361,,
2004-05-07T18:30:00Z,12:00:00,,1212,,11.1,1017,,760,,1777,1060,13.3,76.8,1.1703,,
2004-05-07T18:30:00Z,13:00:00,,1123,,9.2,948,,827,,1671,1008,16.2,60.0,1.0937,,
2004-05-07T18:30:00Z,14:00:00,,945,,4.3,726,,1053,,1432,637,16.3,55.3,1.0146,,
2004-05-07T18:30:00Z,15:00:00,,964,,6.5,833,,1002,,1489,647,20.0,40.4,0.9354,,
2004-05-07T18:30:00Z,16:00:00,,903,,5.4,785,,1073,,1374,523,19.8,35.4,0.8099,,
2004-05-07T18:30:00Z,17:00:00,,918,,7.1,863,,992,,1408,538,19.8,33.6,0.767,,
2004-05-07T18:30:00Z,18:00:00,,1027,,9.5,960,,913,,1501,648,17.8,38.5,0.7763,,
2004-05-07T18:30:00Z,19:00:00,,1174,,17.0,1208,,719,,1828,1070,16.7,44.6,0.8393,,
2004-05-07T18:30:00Z,20:00:00,,1215,,15.4,1160,,713,,1801,1237,15.1,51.8,0.8816,,
2004-05-07T18:30:00Z,21:00:00,,1072,,9.9,975,,835,,1602,1017,14.1,56.2,0.9028,,
2004-05-07T18:30:00Z,22:00:00,,1070,,9.3,952,,857,,1572,966,13.8,58.3,0.9147,,
2004-05-07T18:30:00Z,23:00:00,,1020,,6.9,853,,979,,1456,900,13.7,59.7,0.9285,,
2004-05-08T18:30:00Z,0:00:00,,1063,,7.1,859,,951,,1518,949,13.7,60.3,0.9405,,
2004-05-08T18:30:00Z,1:00:00,,1068,,9.0,937,,861,,1574,1057,12.7,64.9,0.9506,,
2004-05-08T18:30:00Z,2:00:00,,992,,8.3,912,,879,,1601,989,12.6,65.4,0.9529,,
2004-05-08T18:30:00Z,3:00:00,,1034,,8.7,928,,847,,1618,1004,12.1,68.6,0.964,,
2004-05-08T18:30:00Z,4:00:00,,1024,,8.4,914,,855,,1605,1003,12.3,68.0,0.9722,,
2004-05-08T18:30:00Z,5:00:00,,1036,,8.1,902,,824,,1558,1086,11.9,71.1,0.9899,,
2004-05-08T18:30:00Z,6:00:00,,924,,5.2,774,,987,,1460,909,11.3,73.8,0.9848,,
2004-05-08T18:30:00Z,7:00:00,,921,,4.5,737,,1050,,1413,881,13.1,62.6,0.9419,,
2004-05-08T18:30:00Z,8:00:00,,830,,2.6,624,,1265,,1303,568,16.8,46.8,0.8881,,
2004-05-08T18:30:00Z,9:00:00,,946,,4.8,751,,1067,,1434,620,17.9,44.8,0.9104,,
2004-05-08T18:30:00Z,10:00:00,,976,,4.5,736,,1025,,1449,685,17.8,49.5,0.9986,,
2004-05-08T18:30:00Z,11:00:00,,1024,,4.9,760,,1008,,1476,700,18.8,46.4,0.9968,,
2004-05-08T18:30:00Z,12:00:00,,1039,,5.8,804,,939,,1501,779,19.3,44.0,0.9783,,
2004-05-08T18:30:00Z,13:00:00,,1012,,4.1,718,,1040,,1491,558,14.7,68.4,1.1405,,
2004-05-08T18:30:00Z,14:00:00,,1035,,4.8,754,,996,,1520,608,15.6,65.8,1.1577,,
2004-05-08T18:30:00Z,15:00:00,,1086,,7.0,858,,891,,1595,754,17.7,54.0,1.0826,,
2004-05-08T18:30:00Z,16:00:00,,967,,4.8,752,,1047,,1420,543,17.8,46.7,0.9466,,
2004-05-08T18:30:00Z,17:00:00,,968,,5.4,784,,1010,,1445,550,17.8,44.4,0.8967,,
2004-05-08T18:30:00Z,18:00:00,,1003,,6.3,826,,971,,1465,626,17.8,44.3,0.8929,,
2004-05-08T18:30:00Z,19:00:00,,1131,,10.1,981,,850,,1613,876,16.4,47.8,0.8851,,
