CO(GT),PT08.S1(CO),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,AirQualityCategory
1.7,1119.0,6.3,826.0,241.0,749.0,126.0,1221.0,974.0,14.0,61.4,0.9773,Good
2.9,1139.0,11.5,1031.0,651.0,648.0,169.0,1181.0,1388.0,12.4,37.1,0.5329,Moderate
2.1,1082.0,6.7,842.0,276.0,728.0,128.5,1061.0,1089.0,2.8,74.0,0.5591,Good
2.9,1074.0,17.4,1221.0,238.0,773.0,122.0,1942.0,1212.0,28.4,29.7,1.1345,Poor
2.7,1035.0,13.8,1109.0,148.0,907.0,125.0,1652.0,1043.0,18.5,39.4,0.832,Moderate
1.9,991.0,6.9,852.0,323.0,821.0,111.0,1051.0,1037.0,4.0,69.0,0.5661,Good
5.4,1654.0,29.8,1546.0,494.0,434.0,152.0,2175.0,2006.0,26.2,48.9,1.634,Poor
0.8,863.0,1.5,545.0,85.0,1119.0,78.0,748.0,483.0,4.3,38.1,0.3207,Good
2.8,1249.0,15.8,1174.0,193.0,711.0,117.0,1773.0,1486.0,20.3,37.4,0.8807,Moderate
0.7,880.0,2.3,602.0,108.0,1033.0,58.0,1157.0,685.0,11.8,81.4,1.1238,Good
1.7,1197.0,7.6,881.0,320.0,820.0,99.0,1295.0,1173.0,12.3,81.9,1.1674,Good
1.4,967.0,3.5,679.0,201.0,918.0,156.0,890.0,740.0,6.8,46.9,0.465,Good
4.0,1428.0,13.0,1084.0,549.0,525.0,212.0,1268.0,2023.0,8.3,53.3,0.5843,Moderate
3.9,1443.0,17.6,1226.0,646.0,485.0,230.0,1413.0,1891.0,9.3,55.5,0.6503,Poor
2.7,1266.0,13.1,1088.0,151.0,764.0,129.0,1740.0,1338.0,19.8,46.8,1.0702,Moderate
1.5,927.0,4.7,747.0,198.0,900.0,125.0,899.0,684.0,7.3,36.8,0.3779,Good
4.0,1448.0,19.8,1291.0,718.0,481.0,138.0,1580.0,1817.0,10.0,82.6,1.0163,Poor
2.1,1005.0,12.0,1048.0,147.0,924.0,114.0,1416.0,966.0,21.2,18.9,0.471,Moderate
1.1,977.0,5.2,772.0,161.0,869.0,116.0,955.0,586.0,13.0,30.3,0.452,Good
3.3,1180.0,14.9,1144.0,221.0,713.0,128.0,1929.0,1190.0,24.1,46.5,1.3802,Moderate
3.9,1171.0,15.3,1158.0,580.0,621.0,193.0,1460.0,1242.0,10.3,71.1,0.8878,Moderate
2.0,1095.0,10.5,996.0,111.0,799.0,120.0,1695.0,934.0,32.7,27.7,1.3439,Moderate
0.5,827.0,3.8,697.0,32.0,1069.0,46.0,1371.0,477.0,29.5,25.9,1.0489,Good
3.4,1228.0,12.7,1074.0,470.0,638.0,169.0,1226.0,1499.0,16.0,35.8,0.6456,Moderate
1.7,1078.0,9.9,975.0,139.0,781.0,113.0,1668.0,998.0,29.9,31.1,1.2883,Moderate
0.8500000000000001,894.0,2.7,635.0,84.0,1009.0,56.0,1308.0,686.0,18.2,76.6,1.5907,Good
0.8,840.0,2.2,597.0,87.0,1080.0,75.0,766.0,432.0,8.5,30.4,0.3391,Good
3.3,1220.0,13.5,1100.0,185.0,799.0,121.0,1700.0,996.0,14.7,48.7,0.8089,Moderate
1.3,1008.0,7.0,858.0,132.0,944.0,102.0,1420.0,1016.0,16.0,38.1,0.6879,Good
0.7,965.0,2.0,587.0,106.0,921.0,89.0,1017.0,845.0,11.5,56.8,0.7706,Good
4.6,1537.0,23.1,1381.0,526.0,468.0,118.0,2015.0,1615.0,22.2,63.6,1.6763,Poor
2.4,1170.0,8.2,906.0,322.0,707.0,125.0,1317.0,1046.0,12.6,76.5,1.1106,Moderate
2.1,1248.0,9.7,967.0,112.0,874.0,99.0,1526.0,925.0,17.3,34.7,0.6788,Moderate
1.9,1199.0,6.8,847.0,272.0,635.0,150.0,1297.0,1132.0,13.6,63.4,0.9794,Good
1.4,870.0,7.0,858.0,102.0,1061.0,95.0,1556.0,811.0,19.3,47.9,1.059,Good
4.2,1376.0,17.0,1208.0,740.0,548.0,190.0,1283.0,2040.0,6.1,54.7,0.5201,Poor
1.6,1146.0,11.7,1039.0,123.0,745.0,102.0,1635.0,1154.0,29.0,27.0,1.063,Moderate
0.6,803.0,2.9,648.0,107.0,1078.0,69.5,1177.0,774.0,14.1,61.0,0.9799,Good
3.0,1091.0,11.3,1025.0,533.0,666.0,93.0,1262.0,1130.0,6.0,83.0,0.78,Moderate
2.2,1211.0,9.7,966.0,152.0,840.0,100.0,1690.0,1043.0,19.4,52.1,1.1642,Moderate
0.5,902.0,2.7,631.0,47.0,1070.0,57.0,1457.0,550.0,27.8,43.7,1.6039,Good
2.6,1151.0,12.4,1061.0,138.0,928.0,103.0,1606.0,849.0,20.2,28.5,0.6682,Moderate
5.5,1693.0,25.4,1439.0,271.0,617.0,168.0,2083.0,1722.0,19.4,42.5,0.9483,Poor
1.2,974.0,7.3,871.0,72.0,770.0,71.0,1665.0,942.0,22.6,58.8,1.5903,Good
1.4,1002.0,4.5,739.0,134.0,846.0,94.0,992.0,1048.0,6.7,57.4,0.5654,Good
1.7,954.0,5.8,803.0,199.0,843.0,95.0,1016.0,1006.0,5.6,61.6,0.5656,Good
1.7,1016.0,6.7,845.0,269.0,771.0,133.0,987.0,818.0,11.3,31.7,0.4249,Good
2.0,1197.0,12.2,1058.0,273.0,633.0,91.0,1626.0,1237.0,27.0,47.6,1.67,Moderate
1.5,1016.0,6.8,848.0,99.0,729.0,84.0,1608.0,871.0,26.0,48.0,1.5899,Good
2.0851233094669848,1148.0,13.2,1091.0,114.0,666.0,118.0,1807.0,1135.0,29.1,38.9,1.5384,Moderate
2.0,1104.0,11.4,1028.0,279.0,696.0,109.0,1262.0,1227.0,15.4,43.0,0.7483,Moderate
5.0,1529.0,22.0,1351.0,694.0,491.0,178.0,1549.0,1933.0,14.3,45.8,0.7452,Poor
0.4,769.0,2.0,585.0,24.0,1325.0,38.0,1391.0,527.0,20.8,48.5,1.18,Good
1.9,1022.0,6.6,837.0,322.0,755.0,167.0,977.0,880.0,6.9,41.3,0.4145,Good
0.8,954.0,4.1,714.0,48.0,866.0,50.0,1526.0,1010.0,24.9,50.6,1.5755,Good
4.2,1101.0,17.4,1220.0,483.0,608.0,211.0,1136.0,1329.0,10.7,19.9,0.2547,Poor
1.9,1231.0,8.1,902.0,284.0,626.0,126.0,1312.0,1152.0,15.0,56.2,0.9539,Moderate
0.7,842.0,1.2,519.0,113.0,1202.0,85.0,762.0,450.0,3.3,42.3,0.3299,Good
0.0,1094.0,7.0,857.0,281.0,755.0,179.0,1075.0,1019.0,8.9,49.1,0.5629,Good
1.8,962.0,7.5,876.0,413.0,841.0,120.0,968.0,949.0,9.3,37.6,0.4391,Good
2.6,1237.0,14.8,1143.0,188.0,564.0,81.0,1939.0,1432.0,28.5,48.5,1.8607,Moderate
0.5,900.0,4.8,750.0,197.0,891.0,128.0,912.0,637.0,4.9,45.3,0.3955,Good
2.3,1199.0,15.2,1156.0,227.0,758.0,103.0,1958.0,1272.0,18.5,70.3,1.4826,Moderate
0.7,806.0,2.3,605.0,45.0,1340.0,54.0,1337.0,439.0,19.8,45.7,1.0424,Good
2.4,1256.0,12.2,1055.0,468.0,582.0,138.0,1229.0,1575.0,6.4,63.9,0.6192,Moderate
0.7,869.0,1.4,535.0,108.0,1161.0,87.0,782.0,376.0,9.4,39.9,0.4707,Good
0.6,829.0,1.7,559.0,26.0,1451.0,39.5,1066.0,349.0,14.4,32.8,0.5364,Good
2.0851233094669848,1414.0,24.4,1413.0,486.0,477.0,139.0,1896.0,1587.0,25.9,42.8,1.4122,Poor
2.3,1074.0,9.1,943.0,296.0,752.0,142.0,1305.0,893.0,17.2,51.5,1.0015,Moderate
0.7,869.0,2.5,619.0,32.0,1163.0,44.0,1416.0,474.0,29.8,38.6,1.5911,Good
3.5,1278.0,14.9,1146.0,438.0,505.0,185.0,1536.0,1890.0,18.2,52.6,1.0911,Moderate
1.4,1048.0,5.5,790.0,221.0,869.0,96.0,1183.0,1018.0,15.4,58.9,1.02,Good
2.4,1429.0,19.3,1276.0,498.0,455.0,152.0,1721.0,1560.0,14.1,65.9,1.0531,Poor
1.0,974.0,5.9,807.0,116.0,788.0,57.0,1423.0,904.0,20.3,70.6,1.6659,Good
1.0,1000.0,3.4,674.0,105.0,777.0,67.0,1260.0,861.0,15.9,65.1,1.1654,Good
1.9,1199.0,8.7,928.0,84.0,879.0,74.0,1623.0,972.0,26.9,32.1,1.1217,Moderate
0.4,850.0,2.5,617.0,66.0,1098.0,52.0,1350.0,642.0,21.1,59.9,1.4789,Good
1.7,1026.0,8.9,935.0,152.0,866.0,117.0,1695.0,931.0,27.1,38.3,1.3548,Moderate
4.7,1619.0,24.1,1407.0,215.0,641.0,154.0,2051.0,1567.0,21.2,40.1,0.9978,Poor
1.2,987.0,5.9,806.0,87.0,951.0,68.0,1568.0,940.0,16.0,61.6,1.1083,Good
1.6,1194.0,6.5,836.0,87.0,987.0,85.5,1554.0,884.0,15.2,57.9,0.9941,Good
2.0851233094669848,797.0,2.6,624.0,18.0,1073.0,33.0,1275.0,545.0,25.7,30.9,1.0048,Good
0.5,892.0,1.2,522.0,35.5,1522.0,50.5,1284.0,456.0,11.0,70.0,0.9215,Good
0.4,827.0,2.8,638.0,27.0,1077.0,41.0,1370.0,573.0,22.6,43.0,1.1629,Good
3.4,1327.0,20.0,1296.0,640.0,527.0,88.0,1828.0,1340.0,15.7,76.4,1.3558,Poor
3.9,1175.0,18.3,1248.0,516.0,660.0,175.0,1308.0,1376.0,6.5,41.7,0.4047,Poor
0.5,774.0,2.3,609.0,58.0,1318.0,42.0,1189.0,468.0,20.2,46.7,1.0899,Good
2.2,1348.0,8.8,933.0,152.0,933.0,119.0,1616.0,1348.0,14.7,55.9,0.9314,Moderate
3.6,1383.0,23.3,1385.0,435.0,503.0,88.0,1833.0,1404.0,17.8,65.4,1.3213,Poor
0.5,918.0,1.6,551.0,55.0,1063.0,45.0,1079.0,521.0,13.2,64.2,0.9664,Good
3.0,1307.0,17.9,1236.0,397.0,648.0,137.0,1868.0,1356.0,32.2,34.2,1.6145,Poor
2.3,1242.0,10.0,977.0,294.0,563.0,127.0,1448.0,1209.0,17.8,58.1,1.1742,Moderate
0.3,1057.0,2.8,640.0,169.0,803.0,109.0,1102.0,616.0,17.2,46.2,0.8989,Good
1.0,954.0,3.2,667.0,58.0,1179.0,60.0,1350.0,717.0,13.3,60.9,0.9229,Good
2.6,1296.0,13.9,1113.0,419.0,603.0,101.0,1736.0,1072.0,19.8,81.0,1.8538,Moderate
3.4,1324.0,14.7,1139.0,582.0,542.0,125.0,1402.0,1468.0,6.8,77.9,0.7756,Moderate
0.7,873.0,4.1,714.0,110.0,888.0,40.5,1315.0,858.0,15.4,79.0,1.3735,Good
5.1,1519.0,26.3,1461.0,622.0,369.0,139.0,2005.0,1648.0,14.4,65.8,1.0727,Poor
0.5,878.0,0.6,456.0,12.0,1934.0,20.0,1157.0,343.0,9.9,66.8,0.8152,Good
2.0851233094669848,1070.0,17.3,1217.0,182.0,704.0,166.0,1696.0,1108.0,34.4,16.4,0.8761,Poor
0.9,893.0,5.1,766.0,36.0,917.0,50.0,1606.0,805.0,26.9,49.3,1.7196,Good
4.8,1371.0,25.9,1450.0,318.0,630.0,206.0,2183.0,1540.0,35.8,22.1,1.2792,Poor
0.9,887.0,3.0,651.0,51.0,1240.0,52.0,1298.0,733.0,8.2,66.6,0.7283,Good
2.1,1209.0,14.0,1117.0,144.0,657.0,130.0,1741.0,1422.0,40.1,19.0,1.3849,Moderate
1.9,1029.0,8.0,898.0,234.0,766.0,118.0,1274.0,835.0,17.7,51.5,1.0357,Moderate
3.5,1166.0,18.8,1263.0,338.0,640.0,113.0,1790.0,1212.0,23.0,49.3,1.3689,Poor
0.9,1064.0,7.4,872.0,82.0,830.0,97.0,1480.0,926.0,31.6,23.8,1.0842,Good
0.8,891.0,4.1,713.0,82.0,957.0,68.0,1294.0,773.0,22.3,47.7,1.2643,Good
3.1,1290.0,18.5,1253.0,371.0,549.0,135.0,1806.0,1331.0,20.2,72.3,1.6893,Poor
2.0851233094669848,774.0,1.9,576.0,21.0,1157.0,33.0,1264.0,488.0,23.9,34.4,1.0079,Good
0.8,957.0,6.1,815.0,51.5,845.0,60.0,1612.0,902.0,22.2,52.7,1.3891,Good
2.0851233094669848,961.0,6.8,849.0,111.0,861.0,97.0,1559.0,803.0,31.7,31.5,1.4487,Good
0.9,938.0,3.4,679.0,117.0,829.0,79.0,1143.0,797.0,13.0,70.2,1.0457,Good
0.9,863.0,4.6,745.0,56.0,918.0,76.0,1415.0,960.0,21.3,45.9,1.1471,Good
5.5,1553.0,31.0,1574.0,383.0,507.0,120.0,2422.0,1779.0,14.5,59.8,0.9795,Poor
2.3,993.0,11.4,1029.0,414.0,804.0,146.0,1004.0,1154.0,9.4,27.4,0.3239,Moderate
4.3,1191.0,10.7,1004.0,346.0,636.0,165.0,1223.0,1284.0,5.9,62.1,0.5808,Moderate
0.7,792.0,0.8,480.0,70.0,1306.0,59.0,744.0,376.0,1.9,49.7,0.3528,Good
4.1,1499.0,28.0,1503.0,465.0,436.0,91.0,2157.0,1926.0,20.4,66.7,1.5781,Poor
1.0,914.0,7.5,876.0,92.0,896.0,69.0,1651.0,936.0,19.9,51.8,1.1911,Good
4.0,1305.0,16.3,1187.0,236.9796848547988,545.0,110.3925641359552,1843.0,1523.0,31.0,33.1,1.462,Poor
3.2,1391.0,15.6,1166.0,548.0,518.0,152.0,1488.0,1623.0,13.4,59.9,0.9143,Moderate
1.4,1099.0,6.9,854.0,401.0,714.0,186.0,1075.0,1186.0,1.8,73.7,0.5198,Good
0.9,1028.0,2.4,614.0,74.0,1383.0,67.0,1340.0,853.0,10.4,67.6,0.853,Good
2.2,1084.0,7.9,895.0,299.0,760.0,147.0,1049.0,1137.0,12.5,32.3,0.467,Moderate
0.8,871.0,1.5,548.0,73.0,1197.0,50.0,1025.0,661.0,9.5,73.3,0.8719,Good
1.4,922.0,4.9,760.0,217.0,908.0,124.0,840.0,608.0,12.1,20.7,0.2906,Good
1.9,1052.0,10.3,987.0,224.0,700.0,62.0,1556.0,1101.0,20.0,63.3,1.4672,Moderate
1.9,1040.0,11.0,1015.0,120.0,775.0,117.0,1542.0,1024.0,35.1,19.2,1.0664,Moderate
0.8,869.0,2.6,626.0,39.0,1325.0,52.0,1283.0,755.0,9.6,58.5,0.7,Good
0.9,980.0,5.5,789.0,147.0,817.0,47.0,1390.0,898.0,18.2,70.1,1.4552,Good
1.4,1225.0,12.5,1067.0,190.0,760.0,94.0,1921.0,1102.0,16.9,80.9,1.5472,Moderate
2.6,1125.0,13.2,1088.0,153.0,620.0,116.0,1886.0,1207.0,26.4,54.6,1.8459,Moderate
2.1,940.0,12.4,1062.0,176.0,847.0,113.0,1539.0,929.0,35.3,13.8,0.7767,Moderate
4.8,1478.0,20.5,1310.0,633.0,491.0,194.0,1774.0,1541.0,14.7,63.1,1.0513,Poor
2.5,1106.0,7.8,891.0,319.0,707.0,191.0,1057.0,1024.0,7.4,46.9,0.4854,Moderate
0.7,888.0,3.5,683.0,66.0,1196.0,62.0,1482.0,563.0,20.3,49.3,1.1596,Good
1.1,915.0,3.0,652.0,168.0,973.0,94.0,904.0,901.0,2.6,63.2,0.4721,Good
2.3,1354.0,13.0,1083.0,368.0,501.0,157.0,1379.0,1651.0,16.7,45.2,0.8506,Moderate
1.7,1032.0,5.6,791.0,241.0,793.0,155.0,914.0,1278.0,4.5,47.9,0.4079,Good
1.8,1038.0,7.0,855.0,284.0,801.0,116.0,1415.0,904.0,17.3,76.3,1.4919,Good
3.5,1315.0,17.5,1225.0,518.0,508.0,192.0,1407.0,1365.0,24.1,20.6,0.6075,Poor
3.1,1573.0,13.3,1092.0,478.0,496.0,180.0,1450.0,1808.0,9.4,77.7,0.9203,Moderate
4.3,1205.0,17.4,1222.0,222.0,683.0,133.0,1911.0,1127.0,12.7,70.4,1.0294,Poor
2.9,1346.0,15.5,1165.0,315.0,573.0,97.0,1740.0,1320.0,19.7,70.1,1.5891,Moderate
1.9,888.0,10.9,1009.0,340.0,866.0,137.0,937.0,973.0,14.7,16.6,0.2756,Moderate
1.9,1084.0,12.7,1074.0,126.0,766.0,110.0,1786.0,912.0,34.4,22.5,1.205,Moderate
0.4,912.0,2.9,644.0,153.0,965.0,114.0,922.0,651.0,4.6,54.8,0.4704,Good
3.4,1386.0,17.6,1227.0,530.0,478.0,152.0,1545.0,1578.0,13.4,59.7,0.9142,Poor
0.7,784.0,2.0,581.0,33.0,1376.0,45.0,1311.0,416.0,19.4,45.9,1.0242,Good
1.3,978.0,9.6,961.0,105.0,846.0,117.0,1527.0,679.0,34.2,19.6,1.0399,Moderate
2.6,1072.0,14.1,1120.0,124.0,710.0,100.0,1837.0,1044.0,23.7,46.0,1.3346,Moderate
0.2,714.0,0.5,445.0,32.0,1600.0,29.0,925.0,372.0,8.0,64.5,0.695,Good
2.5,1132.0,9.3,951.0,310.0,824.0,112.0,1155.0,1254.0,7.9,60.2,0.6432,Moderate
1.9,1030.0,10.3,988.0,84.0,686.0,95.0,1750.0,828.0,27.3,49.4,1.7602,Moderate
3.0,1278.0,15.2,1153.0,514.0,573.0,178.0,1391.0,1544.0,10.5,55.1,0.6993,Moderate
5.6,1562.0,26.1,1457.0,1056.0,458.0,197.0,1770.0,2020.0,12.4,64.8,0.931,Poor
2.1,1061.0,7.6,883.0,292.0,748.0,128.0,1062.0,1171.0,5.1,65.5,0.5811,Good
1.3,1034.0,6.9,850.0,132.0,763.0,69.0,1464.0,1002.0,19.0,70.8,1.5417,Good
0.5,863.0,2.8,641.0,72.0,1288.0,69.0,1254.0,441.0,16.5,36.2,0.6752,Good
3.4,1350.0,16.7,1201.0,239.0,783.0,110.0,1828.0,1306.0,9.8,59.6,0.7214,Poor
4.0,1341.0,23.0,1376.0,261.0,566.0,181.0,2016.0,1515.0,37.1,21.3,1.3223,Poor
2.0,1140.0,8.0,897.0,319.0,688.0,173.0,1013.0,1355.0,4.4,47.5,0.4017,Moderate
2.0,969.0,10.1,982.0,97.0,853.0,101.0,1680.0,862.0,23.9,40.9,1.1966,Moderate
1.2,1023.0,4.9,758.0,178.0,721.0,100.0,1224.0,944.0,13.0,71.9,1.0697,Good
1.3,911.0,3.5,683.0,201.0,961.0,125.0,871.0,698.0,7.0,38.4,0.3861,Good
2.0,1020.0,9.5,959.0,332.0,759.0,149.0,1296.0,909.0,7.9,73.5,0.7883,Moderate
5.7,1516.0,28.4,1511.0,728.0,421.0,181.0,1901.0,1740.0,14.1,57.8,0.9262,Poor
5.1,1481.0,24.0,1403.0,634.0,462.0,134.0,1883.0,1657.0,16.5,71.7,1.3358,Poor
3.0,1325.0,16.9,1206.0,317.0,533.0,111.0,1785.0,1432.0,25.4,50.8,1.6275,Poor
1.4,1028.0,6.1,815.0,75.0,803.0,54.0,1623.0,778.0,29.1,48.4,1.9186,Good
2.6,1296.0,14.6,1135.0,283.0,567.0,89.0,1725.0,1306.0,20.3,70.5,1.6599,Moderate
0.8,992.0,5.6,794.0,60.0,887.0,63.0,1628.0,769.0,24.8,50.6,1.5654,Good
6.2,1664.0,36.6,1699.0,685.0,385.0,134.0,2305.0,2061.0,22.2,61.0,1.6071,Poor
0.3,924.0,2.3,608.0,26.0,1168.0,35.0,1363.0,533.0,17.3,54.1,1.0582,Good
4.6,1497.0,25.8,1448.0,281.0,679.0,186.0,1984.0,1531.0,29.5,20.1,0.8136,Poor
5.4,1422.0,28.7,1519.0,531.0,494.0,210.0,2087.0,1623.0,26.7,42.3,1.4618,Poor
1.7,969.0,6.7,843.0,227.0,828.0,103.0,1375.0,894.0,18.9,70.4,1.5259,Good
4.9,1335.0,18.6,1255.0,777.0,567.0,224.0,1319.0,1828.0,10.0,34.7,0.4259,Poor
1.1,980.0,4.2,720.0,102.0,866.0,59.0,1058.0,835.0,5.1,81.3,0.7204,Good
4.1,1454.0,20.1,1298.0,862.0,456.0,150.0,1605.0,1673.0,4.8,74.6,0.647,Poor
0.6,832.0,2.9,644.0,94.0,989.0,40.0,1239.0,747.0,17.8,68.1,1.3722,Good
0.6,889.0,3.7,694.0,114.0,912.0,45.0,1197.0,742.0,14.9,72.3,1.2186,Good
2.1,1062.0,8.2,905.0,346.5,723.0,80.5,1304.0,1004.0,11.6,80.1,1.0899,Moderate
0.6,868.0,3.3,672.0,102.0,1032.0,53.0,1307.0,688.0,18.8,63.0,1.3582,Good
0.3,779.0,1.8,568.0,24.0,1199.0,34.0,1330.0,501.0,19.9,51.3,1.1803,Good
0.5,856.0,2.5,618.0,29.0,1191.0,39.0,1345.0,676.0,16.3,52.8,0.9722,Good
0.6,892.0,1.2,521.0,34.0,1572.0,54.0,1254.0,647.0,10.9,58.6,0.7628,Good
1.8,1220.0,5.7,796.0,284.0,652.0,121.0,1366.0,896.0,13.9,83.6,1.3208,Good
5.6,1603.0,24.5,1416.0,808.0,458.0,136.0,1871.0,1620.0,14.2,75.8,1.2202,Poor
1.0,920.0,3.2,666.0,130.0,1005.0,94.0,915.0,812.0,3.6,55.4,0.4419,Good
1.1,906.0,5.5,789.0,51.0,936.0,85.0,1429.0,728.0,29.4,30.5,1.2288,Good
3.3,1085.0,15.3,1158.0,207.0,685.0,119.0,1782.0,1060.0,23.6,35.5,1.0187,Moderate
1.9,1089.0,10.4,993.0,131.0,800.0,143.0,1675.0,824.0,38.5,22.4,1.5018,Moderate
0.8,1176.0,8.8,929.0,287.0,678.0,113.0,1215.0,1454.0,8.0,76.2,0.8217,Moderate
1.3,934.0,8.3,911.0,85.0,856.0,64.0,1639.0,863.0,18.6,56.0,1.1865,Moderate
2.6,1424.0,12.5,1067.0,166.0,776.0,107.0,1764.0,1341.0,15.0,52.3,0.8881,Moderate
4.4,1460.0,25.0,1429.0,524.0,466.0,125.0,1931.0,1603.0,23.0,49.0,1.362,Poor
3.5,1325.0,24.5,1415.0,366.0,498.0,68.0,1971.0,1394.0,20.2,66.6,1.5567,Poor
1.1,932.0,5.8,803.0,159.0,841.0,69.0,1369.0,897.0,17.6,69.9,1.3969,Good
4.7,1404.0,22.1,1352.0,227.0,602.0,125.0,2185.0,1296.0,17.2,68.3,1.3289,Poor
3.7,1321.0,15.8,1174.0,494.0,524.0,211.0,1365.0,1279.0,25.1,21.8,0.6854,Moderate
3.6,1230.0,20.3,1304.0,203.0,652.0,121.0,2029.0,1314.0,15.9,53.1,0.9529,Poor
2.4,1322.0,12.0,1048.0,432.0,549.0,207.0,1289.0,1618.0,7.1,59.3,0.6005,Moderate
0.75,873.0,2.1,592.0,108.0,1075.0,83.0,868.0,914.0,4.5,53.8,0.4572,Good
2.8,1085.0,15.3,1156.0,573.0,674.0,214.0,1237.0,1329.0,7.2,43.2,0.4417,Moderate
0.4,815.0,0.9,487.0,63.0,1223.0,48.0,741.0,326.0,11.2,38.3,0.5099,Good
1.9,1238.0,10.2,984.0,229.0,592.0,114.0,1270.0,1251.0,18.0,33.1,0.6779,Moderate
0.9,976.0,7.0,858.0,104.0,1069.0,102.0,1547.0,838.0,20.0,47.6,1.103,Good
1.4,1154.0,8.3,911.0,78.0,871.0,76.0,1604.0,825.0,28.3,27.8,1.0539,Moderate
1.6,1090.0,6.0,811.0,242.0,753.0,117.0,1212.0,1001.0,12.1,65.6,0.9222,Good
1.9,1091.0,8.6,924.0,81.0,730.0,95.0,1685.0,1020.0,29.8,41.7,1.7167,Moderate
2.0851233094669848,1074.0,15.5,1165.0,144.0,686.0,143.0,1712.0,1013.0,32.3,20.7,0.9875,Moderate
2.8,1203.0,11.8,1042.0,428.0,616.0,202.0,1470.0,1217.0,17.6,52.2,1.0396,Moderate
4.8,1494.0,26.2,1459.0,640.0,420.0,226.0,1682.0,1826.0,21.0,28.0,0.6904,Poor
2.9,1130.0,14.7,1139.0,450.0,642.0,214.0,1097.0,1362.0,13.5,18.7,0.2872,Moderate
2.0,1154.0,11.3,1025.0,505.0,773.0,208.0,1622.0,1211.0,32.6,31.8,1.5361,Moderate
4.5,1565.0,24.0,1404.0,920.0,487.0,139.0,1829.0,1695.0,9.5,77.9,0.9278,Poor
1.5,1001.0,5.3,777.0,170.0,859.0,99.0,953.0,1009.0,3.5,58.3,0.4636,Good
1.2,837.0,7.2,867.0,66.0,1005.0,76.0,1454.0,540.0,30.1,18.5,0.7747,Good
4.8,1243.0,28.9,1524.0,290.0,647.0,142.0,2280.0,1470.0,30.3,26.2,1.1161,Poor
1.2,986.0,5.0,761.0,74.0,821.0,97.0,1572.0,552.0,26.7,60.1,2.067,Good
0.7,914.0,5.9,808.0,69.0,912.0,69.0,1529.0,807.0,20.5,49.3,1.176,Good
4.3,1604.0,15.1,1153.0,266.0,769.0,144.0,1840.0,1636.0,17.9,46.9,0.952,Moderate
2.6,1360.0,11.9,1045.0,166.0,1056.0,113.0,1692.0,1267.0,13.6,48.9,0.7578,Moderate
1.8,1237.0,10.5,997.0,97.0,800.0,87.0,1687.0,924.0,29.2,27.0,1.081,Moderate
1.9,1196.0,8.1,901.0,298.0,619.0,172.0,1185.0,1390.0,13.7,48.6,0.7555,Moderate
1.2,986.0,4.1,715.0,165.0,883.0,101.0,1145.0,796.0,11.0,68.7,0.9001,Good
2.9,1338.0,16.9,1208.0,469.0,539.0,123.0,1600.0,1480.0,18.0,58.0,1.1901,Poor
2.0,1050.0,9.3,950.0,196.0,801.0,138.0,1592.0,1039.0,28.8,33.0,1.2825,Moderate
2.8,1496.0,15.7,1171.0,147.0,724.0,123.0,1899.0,1248.0,24.9,38.1,1.1838,Moderate
2.0,1333.0,8.0,899.0,174.0,1136.0,112.0,1517.0,1101.0,10.8,57.4,0.7408,Moderate
1.1,902.0,5.0,765.0,176.0,1034.0,81.0,1317.0,712.0,20.7,49.7,1.197,Good
3.2,1260.0,15.3,1159.0,403.0,567.0,79.0,1755.0,1231.0,19.6,75.3,1.6981,Moderate
1.7,1335.0,13.9,1112.0,444.0,569.0,130.0,1331.0,1861.0,7.7,71.1,0.7503,Moderate
0.6,945.0,1.8,569.0,136.0,1139.0,90.0,1135.0,631.0,10.5,81.8,1.0416,Good
0.9,1094.0,2.3,608.0,45.0,1579.0,60.0,1276.0,619.0,10.7,59.7,0.7648,Good
0.6,805.0,0.6,458.0,55.0,1321.0,49.0,728.0,368.0,3.1,44.4,0.342,Good
1.5,968.0,7.0,856.0,75.0,752.0,84.0,1484.0,820.0,24.3,43.3,1.2973,Good
0.4,871.0,1.7,563.0,25.5,1284.0,36.0,1385.0,493.0,15.6,65.3,1.1484,Good
0.7,797.0,2.1,592.0,146.0,1211.0,72.0,984.0,493.0,10.8,49.7,0.6429,Good
3.2,1475.0,17.3,1219.0,487.0,458.0,140.0,1673.0,1561.0,13.5,63.9,0.9875,Poor
2.9,1354.0,13.3,1093.0,407.0,516.0,193.0,1357.0,1705.0,15.5,45.0,0.7895,Moderate
0.6,800.0,2.6,627.0,37.0,1032.0,47.0,1519.0,786.0,23.3,63.3,1.7895,Good
2.2,1196.0,11.4,1029.0,236.9796848547988,600.0,110.3925641359552,1627.0,1361.0,26.0,45.3,1.4999,Moderate
1.7,1046.0,5.9,809.0,118.0,1064.0,108.0,1435.0,766.0,10.1,66.9,0.8248,Good
6.5,1894.0,31.0,1573.0,320.0,565.0,165.0,2442.0,1991.0,18.3,52.6,1.0945,Poor
0.4,850.0,1.3,528.0,63.0,1183.0,55.0,780.0,385.0,6.1,40.8,0.3868,Good
0.7,802.0,1.4,537.0,96.0,1237.0,63.0,1042.0,644.0,12.4,65.4,0.9426,Good
